Gene,Pathogenic,Likely pathogenic,VUS,Likely benign,Benign,GTR_tests,Disease,B_cell,HAP1,Known_complex,ComplexName,GFP_tagged,GFP_score,meltPoint,Stable,Secreted
HDHD5,0,0,0,2,2,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HDX,0,0,0,0,6,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HEATR9,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HECTD2,0,0,0,0,2,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HECTD4,0,0,1,0,6,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HECW1,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HELZ2,0,0,0,2,6,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HEMGN,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HENMT1,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HEPACAM2,0,0,1,1,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HEPH,0,0,0,1,1,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HEPHL1,2,0,0,0,1,1,Pili torti-developmental delay-neurological abnormalities syndrome,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HERC6,0,0,0,0,7,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HES5,0,0,0,1,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HES7,3,1,5,5,3,33,Jarcho-Levin syndrome,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HFM1,3,0,1,3,3,11,Premature ovarian failure 9,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HHAT,0,1,0,11,9,7,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HIF3A,0,0,0,2,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HIGD2B,0,0,0,0,1,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HIKESHI,1,2,2,3,2,12,"Leukodystrophy, hypomyelinating, 13",non-essential,non-essential,No,NA,No,NA,NA,NA,No
HIPK3,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HIVEP1,1,0,0,13,26,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HIVEP2,9,2,17,46,33,19,"Mental retardation, autosomal dominant 43",non-essential,non-essential,No,NA,No,NA,NA,NA,No
HLA-DMA,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HLA-DOA,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HLX,0,0,0,0,2,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HMGA2,1,0,1,5,1,11,Silver-Russell syndrome 5,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HMGCS2,5,6,54,22,10,55,mitochondrial 3-hydroxy-3-methylglutaryl-CoA synthase deficiency,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HMGN5,0,0,0,1,3,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HMGXB3,0,0,0,1,4,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HMX1,1,0,15,0,2,31,Oculoauricular syndrome,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HMX2,0,0,1,2,1,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HNF1B,55,59,104,22,27,165,Diabetes mellitus type 2,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HNRNPDL,1,0,38,26,7,31,"Limb-girdle muscular dystrophy, type 1G",non-essential,non-essential,No,NA,No,NA,NA,NA,No
HNRNPU-AS1,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HNRNPUL2-BSCL2,2,0,5,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOGA1,18,11,81,18,13,70,"Primary hyperoxaluria, type III",non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOPX,0,0,1,2,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HORMAD1,0,0,0,0,1,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HORMAD2,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOXA10-HOXA9,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOXA11,0,0,2,1,0,42,Radioulnar synostosis with amegakaryocytic thrombocytopenia 1,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOXA2,3,0,32,4,2,10,"Microtia, hearing impairment, and cleft palate",non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOXA5,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOXB1,3,0,2,4,4,19,Hereditary congenital facial paresis 3,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOXB8,0,0,0,0,1,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOXC13,1,0,0,1,0,17,"Ectodermal dysplasia 9, hair/nail type",non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOXC5,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOXC9,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOXD10,1,0,22,4,14,16,"Vertical talus, congenital",non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOXD11,0,0,0,1,2,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOXD13,11,0,10,2,5,63,Brachydactyly type D,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOXD3,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOXD4,0,0,1,1,2,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HOXD9,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HPCA,3,0,1,2,0,23,Torsion dystonia 2,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HPGDS,0,0,0,0,5,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HR,10,1,106,16,43,39,Hypotrichosis 4,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HRH1,0,0,0,0,4,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HRH3,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HS6ST2,1,0,2,0,3,2,PAGANINI-MIOZZO SYNDROME,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HSD11B1,2,0,1,1,2,9,Cortisone reductase deficiency 2,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HSD17B1,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HSD17B13,0,0,0,0,4,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HSD17B14,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HSD17B3,14,6,20,7,6,34,Testosterone 17-beta-dehydrogenase deficiency,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HSD17B6,0,0,0,1,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HSF2,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HSF4,4,2,29,12,23,36,Cataract 5 multiple types,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HSFY1,NA,NA,NA,NA,NA,NA,"Spermatogenic failure, Y-linked 2",non-essential,non-essential,No,NA,No,NA,NA,NA,No
HSPB2,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HSPB3,0,0,20,9,4,36,Distal hereditary motor neuronopathy type 2C,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HTR1A,0,0,1,5,5,13,"Periodic fever, menstrual cycle-dependent",non-essential,non-essential,No,NA,No,NA,NA,NA,No
HTR1B,0,0,0,2,0,4,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HTR1E,0,0,0,2,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HTR2A,0,0,1,8,3,25,Alcohol dependence,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HTR2B,0,0,2,0,6,4,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HTR2C,0,0,3,2,1,12,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HTR3B,0,0,0,1,3,4,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HTR3C,0,0,0,2,4,4,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HTR3E,0,0,0,1,1,4,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HTR4,0,0,0,1,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HTR5A,0,0,1,0,5,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HTR6,0,0,0,3,6,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HTR7,0,0,0,0,2,4,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HUS1B,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
HYMAI,NA,NA,NA,NA,NA,NA,Transient neonatal diabetes mellitus 1,non-essential,non-essential,No,NA,No,NA,NA,NA,No
ICE2,0,0,0,1,5,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IER5L,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IFI44L,0,0,0,2,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IFIT1B,0,0,1,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IFITM5,2,1,9,4,13,70,Osteogenesis imperfecta type 5,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IFNA1,0,0,0,0,4,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IFNGR2,1,0,43,17,6,28,Immunodeficiency 28,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IFNLR1,0,0,0,0,3,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IFRD1,0,0,1,0,5,14,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IFT43,1,3,24,10,2,70,SHORT-RIB THORACIC DYSPLASIA 18 WITH POLYDACTYLY,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IFT46,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IFT57,1,1,1,0,7,3,Orofaciodigital syndrome 18,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IGDCC4,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IGFN1,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IGH,0,0,0,1,3,31,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IGSF21,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IGSF9,0,0,0,1,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IGSF9B,0,0,0,2,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IKZF2,0,0,0,0,1,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IKZF3,0,0,0,0,1,12,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IL12RB2,0,0,0,1,9,6,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IL17RD,2,2,5,22,6,27,Hypogonadotropic hypogonadism 18 with or without anosmia,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IL18RAP,0,0,0,1,1,4,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IL1RAPL1,4,0,19,11,15,61,"Mental retardation 21, X-linked",non-essential,non-essential,No,NA,No,NA,NA,NA,No
IL1RAPL2,0,0,0,3,0,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IL1RL2,0,0,0,2,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IL20RB,0,0,0,0,1,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IL21-AS1,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IL23R,0,0,0,5,5,14,Psoriasis susceptibility 7,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IL31RA,1,0,0,2,6,10,"Amyloidosis, primary localized cutaneous, 2",non-essential,non-essential,No,NA,No,NA,NA,NA,No
ILDR1,7,0,38,29,9,36,"Deafness, autosomal recessive 42",non-essential,non-essential,No,NA,No,NA,NA,NA,No
ILDR2,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
INAVA,1,0,0,1,6,6,INFLAMMATORY BOWEL DISEASE 29,non-essential,non-essential,No,NA,No,NA,NA,NA,No
INCA1,2,1,2,2,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
INMT,0,0,1,1,7,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
INO80D,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
INPP5J,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
INSC,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
INSM1,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
INSRR,0,0,0,4,5,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
INSYN2B,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
Intergenic,8,2,127,5,46,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
INTS11,0,0,0,2,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
INTU,0,3,3,1,1,7,Orofaciodigital syndrome 17,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IPCEF1,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IPMK,0,0,0,0,2,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IPW,NA,NA,NA,NA,NA,NA,Prader-Willi syndrome,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IQCE,1,1,1,3,20,5,"POLYDACTYLY, POSTAXIAL, TYPE A7",non-essential,non-essential,No,NA,No,NA,NA,NA,No
IQCF5,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IQCH,0,0,0,1,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IQCK,0,0,0,1,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IQSEC3,0,0,2,3,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IQUB,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IRAG1,0,0,0,0,4,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IRF1,2,0,0,0,1,8,Lung cancer,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IRF7,2,0,50,21,6,12,Immunodeficiency 39,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IRGC,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IRGM,1,0,0,0,0,6,Inflammatory bowel disease 19,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IRX1,0,0,0,2,3,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IRX2,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IRX3,0,0,0,2,2,5,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IRX4,0,0,2,1,2,6,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IRX5,2,0,0,16,3,18,Hamamy syndrome,non-essential,non-essential,No,NA,No,NA,NA,NA,No
ISX,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
ITGA11,0,0,2,2,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
ITGA8,2,0,4,13,14,16,Renal hypodysplasia/aplasia 1,non-essential,non-essential,No,NA,No,NA,NA,NA,No
ITGAD,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
ITGB1BP2,0,0,1,2,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
ITIH4-AS1,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
ITPRID1,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
ITPRIPL1,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
IYD,3,0,71,46,11,29,Iodotyrosine deiodination defect,non-essential,non-essential,No,NA,No,NA,NA,NA,No
JAM2,4,0,0,0,1,1,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 8, AUTOSOMAL RECESSIVE",non-essential,non-essential,No,NA,No,NA,NA,NA,No
JCAD,0,0,1,1,6,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
JOSD1,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
JPH2,3,1,133,83,20,87,Familial hypertrophic cardiomyopathy 17,non-essential,non-essential,No,NA,No,NA,NA,NA,No
JPH3,0,0,1,26,23,20,Huntington disease-like 2,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KANSL1L,0,0,0,1,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KAT14,0,1,0,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KAZALD1,0,0,0,1,4,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KBTBD13,3,0,107,77,28,65,Nemaline myopathy 6,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNA10,0,0,0,0,4,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNA4,1,0,0,0,0,5,"MICROCEPHALY, CATARACTS, IMPAIRED INTELLECTUAL DEVELOPMENT, AND DYSTONIA WITH ABNORMAL STRIATUM",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNA5,4,0,101,33,9,81,"Atrial fibrillation, familial, 7",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNA6,0,0,1,0,0,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNB1,20,32,55,82,26,62,"Epileptic encephalopathy, early infantile, 26",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNB2,0,0,0,0,3,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNC1,1,6,65,39,6,43,"Epilepsy, progressive myoclonic 7",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNC2,0,0,2,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNC3,5,2,19,28,18,45,Spinocerebellar ataxia type 13,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNC4,0,0,0,1,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCND1,0,2,0,2,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCND2,0,0,28,31,5,17,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCND3,7,5,62,50,19,116,Brugada syndrome 9,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNE2,1,3,43,15,4,167,"Atrial fibrillation, familial, 4",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNE5,0,0,4,5,1,36,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNF1,0,0,2,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNH1,10,7,9,26,12,32,Zimmermann-Laband syndrome 1,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNH2,128,100,780,342,31,232,Long QT syndrome 2,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNH3,0,0,0,0,5,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNH4,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNH5,1,0,51,51,13,10,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNH8,0,0,0,0,3,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNJ1,9,3,49,16,8,69,"Bartter syndrome, type 2, antenatal",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNJ11,40,19,105,24,5,160,Permanent neonatal diabetes mellitus,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNJ16,0,0,0,0,2,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNJ18,8,0,0,0,0,17,Thyrotoxic periodic paralysis 2,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNJ2,27,15,174,46,17,249,Short QT syndrome 3,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNJ4,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNJ5,4,3,79,42,21,121,Long QT syndrome 13,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNJ6,1,1,3,10,0,20,Keppen-Lubinsky syndrome,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNJ8,0,0,21,17,8,86,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNK10,0,0,0,2,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNK12,0,0,1,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNK18,0,0,3,0,3,10,"Migraine, with or without aura 13",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNK2,0,0,0,2,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNK3,6,2,18,10,3,47,Primary pulmonary hypertension 4,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNK5,0,0,0,1,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNK7,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNK9,2,0,5,4,5,14,Birk-Barel syndrome,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNMA1,4,5,166,85,13,63,"Paroxysmal nonkinesigenic dyskinesia, 3, with or without generalized epilepsy",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNMA1-AS1,0,1,3,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNMB3,0,0,0,0,2,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNN1,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNN2,0,0,1,0,0,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNN3,3,0,1,0,2,4,ZIMMERMANN-LABAND SYNDROME 3,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNQ1-AS1,0,0,1,0,0,4,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNQ1OT1,NA,NA,NA,NA,NA,NA,Beckwith-Wiedemann syndrome,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNQ3,7,12,278,169,89,107,Benign familial neonatal seizures 2,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNQ4,19,4,35,26,19,42,Autosomal dominant nonsyndromic deafness 2A,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNS1,0,0,0,0,4,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNT1,17,25,298,381,97,104,Early infantile epileptic encephalopathy 14,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNT2,2,2,3,1,0,13,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 57",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNU1,0,0,0,0,6,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCNV2,16,6,98,24,21,51,Cone dystrophy with supernormal rod response,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KCTD19,0,1,0,2,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KDM4C,0,0,0,0,6,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KDM4D,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KDM4E,0,0,1,3,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KDM5A,0,0,2,7,12,13,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KDM5B,2,2,8,11,9,7,"Intellectual disability, autosomal recessive 65",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KDM5D,NA,NA,NA,NA,NA,NA,"Spermatogenic failure, Y-linked 2",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIAA0232,0,0,0,2,4,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIAA0319,0,0,0,1,5,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIAA0753,6,3,1,19,12,13,Orofaciodigital syndrome XV,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIAA0825,1,0,0,0,0,3,"POLYDACTYLY, POSTAXIAL, TYPE A10",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIAA1210,0,0,1,2,5,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIAA1328,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIAA1549,1,0,62,29,52,21,RETINITIS PIGMENTOSA 86,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIAA1549L,0,0,0,0,4,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIAA1755,0,0,1,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIAA2026,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIF17,0,0,0,0,4,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIF19,0,0,0,1,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIF24,0,0,0,1,8,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIF25,0,0,0,1,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIF4B,0,0,0,0,4,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIF6,0,0,1,0,0,4,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIFBP,4,0,47,11,14,66,Goldberg-Shprintzen megacolon syndrome,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIFC2,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIRREL2,0,0,1,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KISS1R,4,1,6,15,6,58,"Precocious puberty, central, 1",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KIZ,1,1,16,5,9,25,Retinitis pigmentosa 69,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KLF1,9,4,17,4,20,48,Fetal hemoglobin quantitative trait locus 6,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KLF11,1,0,68,18,21,52,Maturity-onset diabetes of the young type 7,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KLF2,0,0,0,0,1,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KLF8,0,0,1,3,3,21,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
