Unnamed: 0,GeneSymbol,#AlleleID,GeneID,HGNC_ID,PhenotypeIDS,PhenotypeList,Origin,OriginSimple,Assembly,ChromosomeAccession,Chromosome,Cytogenetic,TestedInGTR,SCVsForAggregateSomaticClinicalImpact,Entry,Protein names,Gene Names,Length,Ensembl,Subcellular location [CC],Synonyms,secreted,cytoplasmic,nuclear,class,Benign,Benign; association,Conflicting classifications of pathogenicity,Conflicting classifications of pathogenicity; association,Likely benign,Likely benign; association,Likely pathogenic,Likely pathogenic; Affects,Likely pathogenic; association,Pathogenic,Pathogenic/Likely pathogenic; association,Uncertain significance,Uncertain significance; Affects,Mislocalized,Mislocalization phenotype,is_Toxic_Gene,Disease,B_cell,T_cell,HAP1,Known_complex,ComplexName,GFP_tagged,GFP_score,meltPoint,Stable,Secreted,tagged_terminus,Main location,Additional location,location_feasible
2848,RAC2,22614,5880,HGNC:9802,"MONDO:MONDO:0011988,MedGen:C1842398,OMIM:608203,Orphanet:183707",Neutrophil immunodeficiency syndrome,germline,germline,GRCh38,NC_000022.11,22,22q13.1,N,-,P15153,Ras-related C3 botulinum toxin substrate 2 (EC 3.6.5.2) (GX) (Small G protein) (p21-Rac2),RAC2,192.0,ENST00000249071.11;,SUBCELLULAR LOCATION: Cytoplasm. Note=Membrane-associated when activated.,,no,yes,no,cytoplasmic,0,0,2,0,1,0,2,0,0,1,0,57,0,0.0,,False,,non-essential,Essential,non-essential,No,,Yes,3.5,52.32603426,yes,Yes,,,,False
2849,RAC3,413483,5881,HGNC:9803,"MedGen:C3661900|MONDO:MONDO:0032820,MedGen:C5231416,OMIM:618577,Orphanet:659609|",not provided|Neurodevelopmental disorder with structural brain anomalies and dysmorphic facies|See cases,germline;unknown,germline,GRCh38,NC_000017.11,17,17q25.3,N,-,P60763,Ras-related C3 botulinum toxin substrate 3 (EC 3.6.5.2) (p21-Rac3),RAC3,192.0,ENST00000306897.9;,"SUBCELLULAR LOCATION: Cytoplasm. Endomembrane system. Cell projection, lamellipodium. Cytoplasm, perinuclear region. Cell membrane. Cytoplasm, cytoskeleton. Note=Membrane-associated when activated. Colocalizes with NRBP to endomembranes and at the cell periphery in lamellipodia. Colocalized with CIB1 in the perinuclear area and at the cell periphery.",,no,yes,yes,cytoplasmic,0,0,2,0,1,0,6,0,0,1,0,22,0,,,False,,non-essential,Non-essential,non-essential,No,,Yes,3.46,58.36327133,yes,Yes,N,,,False
2852,RAD51,28166,5888,HGNC:9817,"MONDO:MONDO:0016419,MedGen:C0346153,OMIM:114480,Orphanet:227535||MedGen:CN169374|MedGen:C3661900|MedGen:C1333600",Familial cancer of breast|RAD51-related disorder|not specified|not provided|Hereditary cancer,germline;unknown,germline,GRCh38,NC_000015.10,15,15q15.1,N,-,Q06609,DNA repair protein RAD51 homolog 1 (HsRAD51) (hRAD51) (RAD51 homolog A),RAD51 RAD51A RECA,339.0,ENST00000267868.8 [Q06609-1];ENST00000382643.7 [Q06609-4];ENST00000423169.6 [Q06609-3];ENST00000532743.6 [Q06609-1];ENST00000557850.5 [Q06609-2];ENST00000645673.2 [Q06609-4];,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12442171, ECO:0000269|PubMed:15665856, ECO:0000269|PubMed:18417535, ECO:0000269|PubMed:19783859, ECO:0000269|PubMed:23401855, ECO:0000269|PubMed:23509288, ECO:0000269|PubMed:26681308, ECO:0000269|PubMed:26833090, ECO:0000269|PubMed:9192668}. Cytoplasm {ECO:0000269|PubMed:16215984, ECO:0000269|PubMed:26681308}. Cytoplasm, perinuclear region. Mitochondrion matrix {ECO:0000269|PubMed:20413593}. Chromosome {ECO:0000269|PubMed:22325354, ECO:0000269|PubMed:23401855, ECO:0000269|PubMed:26811421, ECO:0000269|PubMed:27797818, ECO:0000269|PubMed:31844045}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:21276791}. Note=Colocalizes with RAD51AP1 and RPA2 to multiple nuclear foci upon induction of DNA damage (PubMed:20154705). DNA damage induces an increase in nuclear levels (PubMed:20154705). Together with FIGNL1, redistributed in discrete nuclear DNA damage-induced foci after ionizing radiation (IR) or camptothecin (CPT) treatment (PubMed:23754376). Accumulated at sites of DNA damage in a SPIDR-dependent manner (PubMed:23509288). Recruited at sites of DNA damage in a MCM9-MCM8-dependent manner (PubMed:23401855). Recruited at sites of DNA damage following interaction with TOPBP1 in S-phase (PubMed:26811421). Colocalizes with ERCC5/XPG to nuclear foci in S phase (PubMed:26833090). Recruited to stalled replication forks during replication stress by the TONSL-MMS22L complex, as well as ATAD5 and WDR48 in an ATR-dependent manner (PubMed:27797818, PubMed:31844045). {ECO:0000269|PubMed:20154705, ECO:0000269|PubMed:23401855, ECO:0000269|PubMed:23509288, ECO:0000269|PubMed:23754376, ECO:0000269|PubMed:26811421, ECO:0000269|PubMed:26833090, ECO:0000269|PubMed:27797818, ECO:0000269|PubMed:31844045}.",RAD51A RECA,no,yes,yes,SGE,1,0,3,0,4,0,4,0,0,0,0,222,0,,,False,Neoplasm of the breast,Essential,Non-essential,Essential,Yes,BRCA1-RAD51 complex,No,,49.63057748,no,No,,Nucleoli,Cytosol;Mitochondria,True
2853,RAD51C,21861,5889,HGNC:9820,"MONDO:MONDO:0013248,MedGen:C3150653,OMIM:613390,Orphanet:84|MONDO:MONDO:0015356,MeSH:D009386,MedGen:C0027672,Orphanet:140162|MedGen:C3661900|MONDO:MONDO:0003582,MeSH:D061325,MedGen:C0677776,Orphanet:145|MONDO:MONDO:0013253,MedGen:C3150659,OMIM:613399,Orphanet:145|MONDO:MONDO:0013253,MedGen:C3150659,OMIM:613399,Orphanet:145;MONDO:MONDO:0013248,MedGen:C3150653,OMIM:613390,Orphanet:84","Fanconi anemia complementation group O|Hereditary cancer-predisposing syndrome|not provided|Hereditary breast ovarian cancer syndrome|Breast-ovarian cancer, familial, susceptibility to, 3|Breast-ovarian cancer, familial, susceptibility to, 3;Fanconi anemia complementation group O",germline;unknown,germline,GRCh38,NC_000017.11,17,17q22,N,-,O43502,DNA repair protein RAD51 homolog 3 (R51H3) (RAD51 homolog C) (RAD51-like protein 2),RAD51C RAD51L2,376.0,ENST00000337432.9 [O43502-1];ENST00000421782.3 [O43502-2];,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12966089, ECO:0000269|PubMed:16215984}. Cytoplasm {ECO:0000269|PubMed:16215984}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:16215984}. Mitochondrion {ECO:0000269|PubMed:20413593}. Note=DNA damage induces an increase in nuclear levels. Accumulates in DNA damage induced nuclear foci or RAD51C foci which is formed during the S or G2 phase of cell cycle. Accumulation at DNA lesions requires the presence of NBN/NBS1, ATM and RPA.",RAD51L2,no,yes,yes,SGE,1,0,143,0,14,0,10,0,0,0,0,836,0,,,False,Familial cancer of breast,Essential,Non-essential,Essential,Yes,BCDX2 complex,Yes,2.02,51.42992214,no,No,,Cytosol;Mitochondria;Nucleoplasm,Cell Junctions;Vesicles,True
2854,RAD51D,133339,5892,HGNC:9823,"MONDO:MONDO:0015356,MeSH:D009386,MedGen:C0027672,Orphanet:140162|MedGen:CN169374|MONDO:MONDO:0013669,MedGen:C3280345,OMIM:614291,Orphanet:145|MedGen:C3661900|MONDO:MONDO:0007254,MedGen:C0006142|MedGen:CN221562|MedGen:C1333600","Hereditary cancer-predisposing syndrome|not specified|Breast-ovarian cancer, familial, susceptibility to, 4|not provided|Malignant tumor of breast|Breast and/or ovarian cancer|Hereditary cancer",germline;unknown,germline,GRCh38,NC_000017.11,17,17q12,N,-,O75771,DNA repair protein RAD51 homolog 4 (R51H3) (RAD51 homolog D) (RAD51-like protein 3) (TRAD),RAD51D RAD51L3,328.0,ENST00000335858.11 [O75771-3];ENST00000345365.11 [O75771-1];ENST00000394589.8 [O75771-1];ENST00000586044.5 [O75771-2];ENST00000586186.3 [O75771-4];ENST00000587977.5 [O75771-6];ENST00000588594.5 [O75771-2];ENST00000590016.6 [O75771-8];,"SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Chromosome, telomere.",RAD51L3,no,yes,yes,SGE,1,0,84,0,10,0,1,0,0,0,0,722,0,,,False,Hereditary breast and ovarian cancer syndrome,Essential,Non-essential,Essential,Yes,BCDX2 complex,No,,,,No,,,,False
2857,RAG2,28168,5897,HGNC:9832,"MedGen:C1867362|MONDO:MONDO:0011086,MedGen:C1832322,OMIM:601457,Orphanet:331206;MONDO:MONDO:0000573,MedGen:CN257931;MONDO:MONDO:0003778,MedGen:C0398686,Orphanet:101997|MONDO:MONDO:0011086,MedGen:C1832322,OMIM:601457,Orphanet:331206;MONDO:MONDO:0011338,MedGen:C2700553,OMIM:603554,Orphanet:39041;MONDO:MONDO:0009306,MedGen:C2673536,OMIM:233650,Orphanet:157949|MONDO:MONDO:0011086,MedGen:C1832322,OMIM:601457,Orphanet:331206;MONDO:MONDO:0009306,MedGen:C2673536,OMIM:233650,Orphanet:157949|MONDO:MONDO:0009306,MedGen:C2673536,OMIM:233650,Orphanet:157949","Severe combined immunodeficiency, B cell-negative|Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-positive;Recombinase activating gene 2 deficiency;Inborn error of immunity|Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-positive;Histiocytic medullary reticulosis;Combined immunodeficiency with skin granulomas|Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-positive;Combined immunodeficiency with skin granulomas|Combined immunodeficiency with skin granulomas",germline;unknown,germline,GRCh38,NC_000011.10,11,11p12,N,-,P55895,V(D)J recombination-activating protein 2 (RAG-2),RAG2,527.0,ENST00000311485.8;ENST00000527033.6;ENST00000529083.2;ENST00000532616.2;,SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.,,no,no,yes,nuclear,4,0,17,0,5,0,46,0,0,14,0,180,0,0.0,,False,,non-essential,Non-essential,non-essential,No,,No,,,,No,,Nucleoplasm,,True
2859,RALA,511709,5898,HGNC:9839,"MeSH:D030342,MedGen:C0950123|MedGen:C3661900|MONDO:MONDO:0859142,MedGen:C5543338,OMIM:619311|Human Phenotype Ontology:HP:0000730,Human Phenotype Ontology:HP:0001249,Human Phenotype Ontology:HP:0001267,Human Phenotype Ontology:HP:0001286,Human Phenotype Ontology:HP:0002122,Human Phenotype Ontology:HP:0002192,Human Phenotype Ontology:HP:0002316,Human Phenotype Ontology:HP:0002382,Human Phenotype Ontology:HP:0002386,Human Phenotype Ontology:HP:0002402,Human Phenotype Ontology:HP:0002458,Human Phenotype Ontology:HP:0002482,Human Phenotype Ontology:HP:0002499,Human Phenotype Ontology:HP:0002543,Human Phenotype Ontology:HP:0003767,Human Phenotype Ontology:HP:0006833,Human Phenotype Ontology:HP:0007154,Human Phenotype Ontology:HP:0007176,Human Phenotype Ontology:HP:0007180,MONDO:MONDO:0001071,MeSH:D008607,MedGen:C3714756",Inborn genetic diseases|not provided|Hiatt-Neu-Cooper neurodevelopmental syndrome|Intellectual disability,de novo;germline,germline,GRCh38,NC_000007.14,7,7p14.1,N,-,P11233,Ras-related protein Ral-A (EC 3.6.5.2),RALA RAL,206.0,ENST00000005257.7;,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17875936, ECO:0000269|PubMed:18756269, ECO:0000269|PubMed:19306925}; Lipid-anchor {ECO:0000269|PubMed:17875936}; Cytoplasmic side. Cleavage furrow {ECO:0000269|PubMed:18756269}. Midbody, Midbody ring {ECO:0000269|PubMed:16213214}. Mitochondrion {ECO:0000269|PubMed:21822277}. Note=Predominantly at the cell surface in the absence of LPA. In the presence of LPA, colocalizes with LPAR1 and LPAR2 in endocytic vesicles (PubMed:19306925). May colocalize with CNTRL/centriolin at the midbody ring (PubMed:16213214). However, localization at the midbody at late cytokinesis was not confirmed (PubMed:18756269). Relocalizes to the mitochondrion during mitosis where it regulates mitochondrial fission (PubMed:21822277). {ECO:0000269|PubMed:16213214, ECO:0000269|PubMed:18756269, ECO:0000269|PubMed:19306925, ECO:0000269|PubMed:21822277}.",RAL,no,yes,no,cytoplasmic,5,0,1,0,2,0,8,0,0,2,0,26,0,,,False,,non-essential,Non-essential,non-essential,No,,No,,63.6786299,yes,Yes,,Plasma membrane,Focal adhesion sites,False
2862,RAPSN,23085,5913,HGNC:9863,"MONDO:MONDO:0014588,MedGen:C4225367,OMIM:616326,Orphanet:590|MedGen:C3661900|MONDO:MONDO:0012157,MedGen:C1837091,OMIM:608931,Orphanet:590|Human Phenotype Ontology:HP:0001989,MONDO:MONDO:0100101,MedGen:C1276035,OMIM:208150,Orphanet:994|Human Phenotype Ontology:HP:0003198,Human Phenotype Ontology:HP:0003569,Human Phenotype Ontology:HP:0003705,Human Phenotype Ontology:HP:0003742,Human Phenotype Ontology:HP:0003802,MONDO:MONDO:0005336,MeSH:D009135,MedGen:C0026848|MONDO:MONDO:0014588,MedGen:C4225367,OMIM:616326,Orphanet:590;Human Phenotype Ontology:HP:0001989,MONDO:MONDO:0100101,MedGen:C1276035,OMIM:208150,Orphanet:994|MONDO:MONDO:0018940,MeSH:D020294,MedGen:C0751882,OMIM:PS601462,Orphanet:590|MeSH:D030342,MedGen:C0950123|MONDO:MONDO:0100102,MedGen:C4760576,OMIM:618388|MedGen:CN239397|MONDO:MONDO:0100102,MedGen:C4760576,OMIM:618388;MONDO:MONDO:0014588,MedGen:C4225367,OMIM:616326,Orphanet:590",Congenital myasthenic syndrome 11|not provided|Congenital myasthenic syndrome 4C|Fetal akinesia deformation sequence 1|Myopathy|Congenital myasthenic syndrome 11;Fetal akinesia deformation sequence 1|Congenital myasthenic syndrome|Inborn genetic diseases|Fetal akinesia deformation sequence 2|RAPSN-related disorder|Fetal akinesia deformation sequence 2;Congenital myasthenic syndrome 11,germline;inherited;maternal;unknown,germline,GRCh38,NC_000011.10,11,11p11.2,N,-,Q13702,43 kDa receptor-associated protein of the synapse (RAPsyn) (43 kDa postsynaptic protein) (Acetylcholine receptor-associated 43 kDa protein) (RING finger protein 205),RAPSN RNF205,412.0,ENST00000298854.7 [Q13702-1];ENST00000352508.7 [Q13702-2];,"SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein; Cytoplasmic side. Postsynaptic cell membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasm, cytoskeleton. Note=Cytoplasmic surface of postsynaptic membranes.",RNF205,no,yes,no,cytoplasmic,2,0,20,0,2,0,14,0,0,2,0,168,0,1.0,Cytoplasm>Foci,False,,non-essential,Non-essential,non-essential,No,,Yes,4.29,,,No,,Centrosome;Cytosol;Plasma membrane,,True
2863,RARB,94343,5915,HGNC:9865,"MONDO:MONDO:0014229,MedGen:C3809803,OMIM:615524,Orphanet:2470|MedGen:C3661900|MeSH:D030342,MedGen:C0950123|MONDO:MONDO:0030913,MedGen:C4540321,OMIM:617751,Orphanet:500159","Microphthalmia, syndromic 12|not provided|Inborn genetic diseases|Intellectual disability, autosomal dominant 48",de novo;germline;unknown,germline,GRCh38,NC_000003.12,3,3p24.2,N,-,P10826,Retinoic acid receptor beta (RAR-beta) (HBV-activated protein) (Nuclear receptor subfamily 1 group B member 2) (RAR-epsilon),RARB HAP NR1B2,455.0,ENST00000330688.9 [P10826-2];ENST00000383772.9 [P10826-1];ENST00000437042.7 [P10826-3];ENST00000458646.2 [P10826-3];ENST00000686715.1 [P10826-1];ENST00000687353.1 [P10826-1];ENST00000687676.1 [P10826-1];ENST00000688892.1 [P10826-1];ENST00000693261.1 [P10826-3];,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:28167758}. Cytoplasm {ECO:0000269|PubMed:28167758}.; SUBCELLULAR LOCATION: [Isoform Beta-1]: Nucleus.; SUBCELLULAR LOCATION: [Isoform Beta-2]: Nucleus.; SUBCELLULAR LOCATION: [Isoform Beta-4]: Cytoplasm.,HAP NR1B2,no,yes,yes,cytoplasmic,2,0,1,0,2,0,14,0,0,2,0,34,0,,,False,,non-essential,Non-essential,non-essential,No,,No,,,,No,,Nucleoplasm,,True
2865,RARS2,39868,57038,HGNC:21406,"MONDO:MONDO:0012683,MedGen:C1969084,OMIM:611523,Orphanet:166073|MedGen:CN169374",Pontocerebellar hypoplasia type 6|not specified,germline,germline,GRCh38,NC_000006.12,6,6q15,N,-,Q5T160,"Probable arginine--tRNA ligase, mitochondrial (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",RARS2 RARSL,578.0,ENST00000369536.10;,SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:30006346}.,RARSL,no,yes,no,SGE,3,0,29,0,8,0,23,0,0,5,0,125,0,,,False,Pontoneocerebellar hypoplasia,non-essential,Non-essential,Essential,No,,No,,50.17901148,no,No,,Mitochondria,,False
2869,RAX,256701,30062,HGNC:18662,"MedGen:CN169374|MONDO:MONDO:0012604,MedGen:C5774181,OMIM:611038,Orphanet:2542|MedGen:C3661900",not specified|Isolated microphthalmia 3|not provided,germline,germline,GRCh38,NC_000018.10,18,18q21.32,N,-,Q9Y2V3,Retinal homeobox protein Rx (Retina and anterior neural fold homeobox protein),RAX RX,346.0,ENST00000256852.7 [Q9Y2V3-2];ENST00000334889.4 [Q9Y2V3-1];,SUBCELLULAR LOCATION: Nucleus.,RX,no,no,yes,nuclear,2,0,1,0,1,0,0,0,0,0,0,66,0,,,False,,non-essential,Non-essential,non-essential,No,,No,,,,No,,,,False
2870,RAX2,16279,84839,HGNC:18286,"MONDO:MONDO:0013406,MedGen:C3151060,OMIM:613757|MedGen:C3661900",Age related macular degeneration 6|not provided,germline,germline,GRCh38,NC_000019.10,19,19p13.3,N,-,Q96IS3,Retina and anterior neural fold homeobox protein 2 (Q50-type retinal homeobox protein) (Retina and anterior neural fold homeobox-like protein 1),RAX2 QRX RAXL1,184.0,ENST00000555633.3;ENST00000555978.5;,SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108}.,QRX RAXL1,no,no,yes,nuclear,1,0,8,0,2,0,1,0,0,0,0,105,0,,,False,Age-related macular degeneration,non-essential,Non-essential,non-essential,No,,No,,,,No,,Nuclear speckles,Cytosol;Nucleoplasm,True
2873,RBCK1,150329,10616,HGNC:15864,"MONDO:MONDO:0014389,MedGen:C4014605,OMIM:615895,Orphanet:329173,Orphanet:397937|MedGen:C4017232",Polyglucosan body myopathy type 1|Polyglucosan body myopathy 1 without immunodeficiency,germline,germline,GRCh38,NC_000020.11,20,20p13,N,-,Q9BYM8,RanBP-type and C3HC4-type zinc finger-containing protein 1 (EC 2.3.2.31) (HBV-associated factor 4) (Heme-oxidized IRP2 ubiquitin ligase 1) (HOIL-1) (Hepatitis B virus X-associated protein 4) (RING finger protein 54) (RING-type E3 ubiquitin transferase HOIL-1) (Ubiquitin-conjugating enzyme 7-interacting protein 3),RBCK1 C20orf18 RNF54 UBCE7IP3 XAP3 XAP4,510.0,ENST00000353660.7 [Q9BYM8-3];ENST00000356286.10 [Q9BYM8-1];ENST00000382181.2 [Q9BYM8-4];,,C20orf18 RNF54 UBCE7IP3 XAP3 XAP4,no,no,no,other,0,0,4,0,2,0,1,0,0,0,0,179,0,,,False,Polyglucosan body myopathy,non-essential,Non-essential,non-essential,No,,No,,49.55635545,yes,No,,,,False
2878,RBM8A,780311,9939,HGNC:9905,"MONDO:MONDO:0010121,MeSH:C536940,MedGen:C0175703,OMIM:274000,Orphanet:3320",Radial aplasia-thrombocytopenia syndrome,germline,germline,GRCh38,NC_000001.11,1,1q21.1,N,-,Q9Y5S9,RNA-binding protein 8A (Binder of OVCA1-1) (BOV-1) (RNA-binding motif protein 8A) (RNA-binding protein Y14) (Ribonucleoprotein RBM8A),RBM8A RBM8 HSPC114 MDS014,174.0,ENST00000369307.4 [Q9Y5S9-2];ENST00000583313.7 [Q9Y5S9-1];ENST00000632555.1 [Q9Y5S9-1];ENST00000691760.1 [Q9Y5S9-1];,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11030346, ECO:0000269|PubMed:19324961, ECO:0000269|PubMed:28502770, ECO:0000269|PubMed:29301961}. Nucleus speckle {ECO:0000269|PubMed:11030346, ECO:0000269|PubMed:19324961}. Cytoplasm {ECO:0000269|PubMed:11030346, ECO:0000269|PubMed:19324961}. Note=Nucleocytoplasmic shuttling protein (PubMed:11030346). Travels to the cytoplasm as part of the exon junction complex (EJC) bound to mRNA. Colocalizes with the core EJC, ALYREF/THOC4, NXF1 and UAP56 in the nucleus and nuclear speckles (PubMed:19324961). {ECO:0000269|PubMed:11030346, ECO:0000269|PubMed:19324961}.",RBM8 HSPC114 MDS014,no,yes,yes,SGE,0,0,0,0,1,0,0,0,0,0,0,9,0,,,False,,non-essential,Non-essential,Essential,Yes,"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)",Yes,3.37,53.57380656,yes,No,N,Nuclear speckles,,True
2879,RBMX,1174225,27316,HGNC:9910,"MONDO:MONDO:0010277,MedGen:C1846145,OMIM:300238,Orphanet:85286",Syndromic X-linked intellectual disability Shashi type,de novo,germline,GRCh38,NC_000023.11,X,Xq26.3,N,-,P38159,"RNA-binding motif protein, X chromosome (Glycoprotein p43) (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]",RBMX HNRPG RBMXP1,391.0,ENST00000320676.11 [P38159-1];ENST00000431446.7 [P38159-3];,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19282290, ECO:0000269|PubMed:21327109, ECO:0000269|PubMed:37277488}. Note=Component of ribonucleosomes. Localizes in numerous small granules in the nucleus.",HNRPG RBMXP1,no,no,yes,SGE,0,0,0,0,0,0,1,0,0,0,0,18,0,,,False,,Essential,Essential,Essential,Yes,C complex spliceosome,Yes,5.26,49.95873676,yes,Yes,N,Nucleoplasm,,True
2881,RBP4,190163,5950,HGNC:9922,"MONDO:MONDO:0014635,MedGen:C4225330,OMIM:616428,Orphanet:98938|MeSH:D030342,MedGen:C0950123","Microphthalmia, isolated, with coloboma 10|Inborn genetic diseases",germline,germline,GRCh38,NC_000010.11,10,10q23.33,N,-,P02753,Retinol-binding protein 4 (Plasma retinol-binding protein) (PRBP) (RBP) [Cleaved into: Plasma retinol-binding protein(1-182); Plasma retinol-binding protein(1-181); Plasma retinol-binding protein(1-179); Plasma retinol-binding protein(1-176)],RBP4 PRO2222,201.0,ENST00000371464.8;ENST00000371467.5;,"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:12237133, ECO:0000269|PubMed:2444024, ECO:0000269|PubMed:5541771}.",PRO2222,yes,no,no,secreted,0,0,1,0,0,0,8,0,0,1,0,74,0,0.0,,False,,non-essential,Non-essential,non-essential,No,,No,,56.97953061,yes,Yes,,,,False
2882,RBPJ,511538,3516,HGNC:5724,"MeSH:D030342,MedGen:C0950123",Inborn genetic diseases,germline,germline,GRCh38,NC_000004.12,4,4p15.2,N,-,Q06330,Recombining binding protein suppressor of hairless (CBF-1) (J kappa-recombination signal-binding protein) (RBP-J kappa) (RBP-J) (RBP-JK) (Renal carcinoma antigen NY-REN-30),RBPJ IGKJRB IGKJRB1 RBPJK RBPSUH,500.0,ENST00000342295.6 [Q06330-1];ENST00000342320.8 [Q06330-6];ENST00000345843.8 [Q06330-5];ENST00000348160.9 [Q06330-6];ENST00000355476.8 [Q06330-7];ENST00000361572.10 [Q06330-1];ENST00000504423.2 [Q06330-5];ENST00000505958.6 [Q06330-6];ENST00000507561.5 [Q06330-5];ENST00000512671.6 [Q06330-1];ENST00000680928.1 [Q06330-6];ENST00000681093.1 [Q06330-6];ENST00000681264.1 [Q06330-5];ENST00000681484.1 [Q06330-5];,"SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Note=Mainly nuclear, upon interaction with RITA/C12orf52, translocates to the cytoplasm, down-regulating the Notch signaling pathway.",IGKJRB IGKJRB1 RBPJK RBPSUH,no,yes,yes,SGE,0,0,4,0,3,0,5,0,0,0,0,44,0,,,False,Adams-Oliver syndrome,non-essential,Non-essential,Essential,Yes,SHARP-CtBP1-CtIP-RBP-Jkappa corepressor complex,No,,55.93049829,yes,No,,Nucleoplasm,,True
2883,RCBTB1,247423,55213,HGNC:18243,"Human Phenotype Ontology:HP:0000547,MONDO:MONDO:0019200,MeSH:D012174,MedGen:C0035334,OMIM:268000,OMIM:PS268000,Orphanet:791|MedGen:C3661900",Retinitis pigmentosa|not provided,germline,germline,GRCh38,NC_000013.11,13,13q14.2,N,-,Q8NDN9,RCC1 and BTB domain-containing protein 1 (Chronic lymphocytic leukemia deletion region gene 7 protein) (CLL deletion region gene 7 protein) (Regulator of chromosome condensation and BTB domain-containing protein 1),RCBTB1 CLLD7 E4.5,531.0,ENST00000258646.3 [Q8NDN9-1];ENST00000378302.7 [Q8NDN9-1];,SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,CLLD7 E4.5,no,no,yes,nuclear,2,0,1,0,3,0,1,0,0,1,0,157,0,,,False,,non-essential,Non-essential,non-essential,No,,Yes,3.11,51.36684323,yes,No,,Nucleoplasm,,True
2884,RD3,177189,343035,HGNC:19689,"MedGen:CN169374|MONDO:MONDO:0012525,MedGen:C1857743,OMIM:610612,Orphanet:65|MedGen:C3661900",not specified|Leber congenital amaurosis 12|not provided,germline,germline,GRCh38,NC_000001.11,1,1q32.3,N,-,Q7Z3Z2,Protein RD3 (Retinal degeneration protein 3),RD3 C1orf36,195.0,ENST00000367002.5;ENST00000680073.1;,"SUBCELLULAR LOCATION: Cell projection, cilium, photoreceptor outer segment {ECO:0000250|UniProtKB:Q8BRE0}. Photoreceptor inner segment {ECO:0000250|UniProtKB:Q8BRE0}. Endosome {ECO:0000250|UniProtKB:Q8BRE0}. Nucleus {ECO:0000269|PubMed:26100624, ECO:0000269|PubMed:29030614}. Cytoplasm {ECO:0000269|PubMed:26100624, ECO:0000269|PubMed:29030614}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:29030614}. Note=Colocalizes with GUCY2E and GUCY2F in rods and cones photoreceptors. Colocalizes with GUK1 in photoreceptor inner segments and to a lesser extent in the outer plexiform layer (By similarity). Strong dot-like perinuclear staining in the epithelial cells (PubMed:29030614). {ECO:0000250|UniProtKB:Q8BRE0, ECO:0000269|PubMed:29030614}.",C1orf36,no,yes,yes,cytoplasmic,3,0,2,0,2,0,0,0,0,0,0,75,0,,,False,Leber congenital amaurosis,non-essential,Non-essential,non-essential,No,,No,,,,No,,,,False
2885,RDH11,725768,51109,HGNC:17964,MedGen:C3661900,not provided,germline,germline,GRCh38,NC_000014.9,14,14q24.1,N,-,Q8TC12,Retinol dehydrogenase 11 (EC 1.1.1.300) (Androgen-regulated short-chain dehydrogenase/reductase 1) (HCV core-binding protein HCBP12) (Prostate short-chain dehydrogenase/reductase 1) (Retinal reductase 1) (RalR1) (Short chain dehydrogenase/reductase family 7C member 1),RDH11 ARSDR1 PSDR1 SDR7C1 CGI-82,318.0,ENST00000381346.9 [Q8TC12-1];ENST00000428130.6 [Q8TC12-3];ENST00000553384.5 [Q8TC12-2];,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12036956}; Single-pass type II membrane protein {ECO:0000269|PubMed:12036956}.,ARSDR1 PSDR1 SDR7C1 CGI-82,no,yes,no,cytoplasmic,1,0,0,0,4,0,0,0,0,0,0,112,0,,,False,,non-essential,Non-essential,non-essential,No,,Yes,3.65,49.24656362,no,No,,,,False
